timestamp,x,y,z,orientation_x,orientation_y,orientation_z,orientation_w
1754656417.9790232,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.0015202,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.025919,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.046187,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.0709584,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.0961974,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.1203485,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.1428795,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.1665654,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.187938,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.2137167,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.2358232,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.262905,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.288496,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.3205101,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1754656418.3484077,0.0,0.0,0.0,0.0,0.0,0.0,1.0
